Customer_Key,Type,Segment,Recency,Frequency,Monetary,Tenure,Streaming,RFMscore,RFMSscore
117059,BTB,2,4,3,2,3,4,9,13
117105,BTC,1,3,1,1,1,2,5,7
117587,BTC,2,1,3,4,4,1,8,9
117805,BTS,3,3,3,2,2,3,8,11
118073,Unknown,NA,2,1,1,1,NA,4,NA
118098,BTB,3,3,3,3,3,1,9,10
118109,BTS,2,2,4,4,4,1,10,11
118476,BTC,3,1,2,2,4,1,5,6
119244,BTS,3,2,3,2,2,4,7,11
119263,Unknown,NA,3,2,2,2,4,7,11
119532,BTC,3,1,2,3,3,3,6,9
119925,BTC,2,3,3,4,3,3,10,13
120127,BTC,3,3,4,3,3,4,10,14
120199,BTB,3,3,4,4,4,1,11,12
120212,BTC,3,2,2,3,2,2,7,9
120219,BTC,2,1,3,3,3,1,7,8
120329,Unknown,NA,2,1,2,2,4,5,9
120537,Unknown,NA,3,1,1,1,2,5,7
120723,BTC,2,3,4,4,4,2,11,13
120858,Unknown,NA,2,2,1,2,2,5,7
121160,BTC,2,4,3,4,3,4,11,15
121308,BTC,3,1,1,2,2,4,4,8
121363,BTC,3,2,3,1,2,4,6,10
121575,Unknown,NA,2,1,2,2,4,5,9
121778,BTC,2,3,4,4,4,1,11,12
121826,BTC,1,4,2,2,2,1,8,9
121842,BTC,1,2,1,1,2,2,4,6
121963,Unknown,NA,2,1,1,1,3,4,7
122379,BTS,2,3,3,3,3,4,9,13
122391,BTC,3,2,3,2,2,4,7,11
122800,BTC,1,2,1,1,1,1,4,5
122975,Unknown,NA,3,2,3,3,3,8,11
123751,BTC,2,4,4,4,3,4,12,16
123767,BTC,1,3,1,1,1,2,5,7
124352,BTB,3,4,4,4,3,1,12,13
124366,BTC,2,1,4,4,4,1,9,10
124436,BTC,3,2,2,3,2,3,7,10
124740,BTS,3,4,4,2,2,3,10,13
124955,Unknown,NA,4,2,2,2,2,8,10
125123,BTC,2,2,3,4,4,3,9,12
125612,BTC,3,3,3,3,2,2,9,11
126532,BTC,1,1,1,1,1,2,3,5
126769,BTC,2,1,4,4,4,1,9,10
126778,BTC,3,3,2,3,2,3,8,11
126961,BTC,1,4,3,3,2,1,10,11
126977,BTC,2,3,3,3,3,1,9,10
127053,BTC,1,4,2,1,1,1,7,8
127149,BTC,2,3,4,4,4,4,11,15
127214,BTC,2,1,4,4,4,3,9,12
127365,BTC,2,2,4,4,4,3,10,13
127399,BTC,2,4,4,3,3,2,11,13
127808,BTS,3,1,2,2,2,2,5,7
127827,BTS,3,2,3,3,2,3,8,11
127901,BTC,1,2,2,2,1,1,6,7
128059,BTC,3,1,2,1,1,3,4,7
128070,BTC,3,2,4,3,2,3,9,12
128163,BTC,1,1,1,2,2,1,4,5
128257,Unknown,NA,3,2,2,2,4,7,11
128500,BTC,3,4,3,3,2,3,10,13
128538,BTC,1,2,2,2,2,2,6,8
128886,BTC,1,4,2,2,1,3,8,11
129084,BTC,3,2,2,3,3,2,7,9
129170,Unknown,NA,1,1,2,2,3,4,7
129525,BTC,1,1,1,1,1,1,3,4
129957,BTC,3,2,2,2,2,4,6,10
130165,BTC,NA,4,3,1,1,NA,8,NA
130170,BTC,1,1,1,1,1,3,3,6
130871,BTS,2,2,4,4,4,1,10,11
131280,BTC,3,2,3,2,2,3,7,10
131346,BTC,3,4,3,3,2,4,10,14
131841,BTC,1,2,1,2,1,1,5,6
131869,BTC,3,2,2,3,3,4,7,11
131932,BTC,2,1,4,3,4,1,8,9
132057,BTC,1,3,2,3,2,2,8,10
132206,BTC,3,1,1,2,2,4,4,8
132566,BTC,2,1,4,4,4,3,9,12
132578,BTC,3,1,3,1,2,3,5,8
132725,BTC,2,3,4,3,3,3,10,13
132806,BTC,2,1,3,3,3,1,7,8
133318,BTB,1,3,3,3,2,3,9,12
133409,BTC,3,3,3,1,2,3,7,10
133427,Unknown,NA,2,2,3,2,3,7,10
133444,Unknown,NA,4,1,2,1,3,7,10
133708,BTS,1,4,1,1,1,2,6,8
134238,Unknown,NA,1,2,3,2,4,6,10
134480,BTC,2,1,4,4,4,1,9,10
134700,BTC,2,4,4,4,3,4,12,16
134721,BTC,1,3,1,1,1,1,5,6
134750,BTC,NA,1,3,2,2,NA,6,NA
134837,BTC,2,1,4,4,4,3,9,12
135085,Unknown,NA,1,1,2,2,2,4,6
135364,Unknown,NA,4,3,4,3,4,11,15
135506,BTC,2,4,4,3,3,4,11,15
135780,BTB,1,3,2,1,1,3,6,9
136079,Unknown,NA,2,2,3,2,1,7,8
136080,BTC,2,4,4,3,3,1,11,12
136090,BTC,1,3,1,1,1,1,5,6
136139,BTC,2,3,3,4,4,1,10,11
136484,BTC,2,4,4,4,3,2,12,14
136493,Unknown,NA,3,1,1,1,4,5,9
136893,BTC,1,2,1,1,1,1,4,5
137526,BTC,2,3,4,4,4,1,11,12
137797,BTC,1,3,4,2,2,1,9,10
138463,Unknown,NA,1,2,2,2,1,5,6
138811,Unknown,NA,2,2,1,2,4,5,9
139113,Unknown,NA,3,2,1,2,2,6,8
139159,Unknown,NA,3,1,1,1,3,5,8
139293,BTC,1,2,3,3,2,1,8,9
139504,BTC,2,2,4,4,4,3,10,13
139583,BTC,2,4,4,4,4,3,12,15
139606,Unknown,NA,3,1,2,2,3,6,9
139620,BTC,1,1,1,2,1,1,4,5
139848,BTC,3,2,2,3,2,4,7,11
139926,BTB,1,2,3,2,2,3,7,10
140139,BTC,2,2,3,4,4,4,9,13
140182,Unknown,NA,2,1,1,1,3,4,7
140226,Unknown,NA,3,1,1,1,2,5,7
140280,BTC,1,4,2,2,1,1,8,9
140633,BTC,2,2,4,4,4,1,10,11
140709,BTC,2,3,3,4,4,3,10,13
141255,BTC,2,3,4,3,4,4,10,14
141326,BTC,2,1,3,3,3,2,7,9
141775,BTC,1,4,2,2,1,1,8,9
141977,BTS,4,2,2,2,1,1,6,7
142218,BTC,2,4,4,4,4,1,12,13
143227,BTC,NA,1,1,1,1,NA,3,NA
143752,BTC,2,2,4,4,4,1,10,11
144416,Unknown,NA,3,1,1,1,2,5,7
144869,BTC,2,3,4,3,3,4,10,14
145264,BTS,2,3,4,3,4,4,10,14
145740,BTC,2,4,4,4,3,1,12,13
146325,BTC,3,3,3,3,3,4,9,13
146432,BTC,1,2,1,2,1,1,5,6
146781,BTC,2,2,3,4,4,1,9,10
146789,BTC,2,4,3,4,3,3,11,14
146970,BTC,1,2,1,1,1,2,4,6
146972,Unknown,NA,4,1,2,2,4,7,11
147133,BTC,3,1,1,1,1,4,3,7
147196,BTC,3,3,2,2,2,4,7,11
147299,BTC,1,1,2,3,3,1,6,7
147311,BTC,1,3,1,2,2,2,6,8
147325,BTC,NA,1,2,4,4,NA,7,NA
147478,BTC,NA,2,1,3,4,NA,6,NA
147550,BTC,NA,2,3,3,3,NA,8,NA
148107,Unknown,NA,3,1,1,1,2,5,7
148469,Unknown,NA,2,1,1,1,3,4,7
149197,BTC,1,1,3,2,1,1,6,7
149202,BTS,NA,3,1,1,1,NA,5,NA
149246,BTC,1,1,1,1,1,3,3,6
149406,Unknown,NA,1,1,2,2,4,4,8
149512,BTC,2,2,3,4,4,3,9,12
149968,BTC,3,4,1,2,2,3,7,10
150058,BTB,2,4,4,4,4,3,12,15
150335,BTC,1,2,1,1,1,1,4,5
151056,Unknown,NA,1,1,2,2,4,4,8
151904,BTB,2,1,4,3,3,3,8,11
151986,BTB,2,1,4,3,3,4,8,12
152000,Unknown,NA,1,1,1,1,3,3,6
152236,Unknown,NA,1,2,3,2,4,6,10
153500,BTC,3,2,3,3,3,3,8,11
153502,BTC,3,1,4,2,2,3,7,10
153836,BTC,NA,1,2,2,2,NA,5,NA
154078,BTS,2,4,4,4,4,1,12,13
154081,BTB,2,1,4,3,3,3,8,11
154429,Unknown,NA,1,1,2,2,4,4,8
154438,BTC,3,1,3,3,2,4,7,11
154469,BTC,1,3,1,1,1,3,5,8
154992,BTC,1,1,1,1,1,2,3,5
155046,BTC,2,4,4,4,3,1,12,13
155135,BTC,3,2,3,2,3,3,7,10
155510,Unknown,NA,1,1,1,2,3,3,6
156017,BTC,2,2,4,4,4,3,10,13
156097,BTC,2,3,4,4,3,1,11,12
156107,BTC,2,4,3,4,3,4,11,15
156309,BTC,2,4,3,4,4,4,11,15
156700,BTB,1,2,2,1,1,1,5,6
156711,BTS,1,3,1,1,1,3,5,8
156734,Unknown,NA,3,1,1,1,3,5,8
156749,Unknown,NA,2,2,3,2,1,7,8
156771,BTC,2,4,4,4,4,1,12,13
157015,BTS,2,3,3,4,4,1,10,11
157080,BTC,2,1,4,4,4,3,9,12
157138,Unknown,NA,3,1,2,2,4,6,10
157219,BTC,1,1,1,2,2,2,4,6
157267,BTC,3,2,1,2,4,4,5,9
157757,BTC,2,2,4,4,4,4,10,14
157817,BTC,3,3,3,1,1,3,7,10
158372,BTC,2,1,4,4,4,3,9,12
158378,Unknown,NA,1,1,1,2,3,3,6
158512,BTC,NA,1,2,2,1,NA,5,NA
158656,BTC,NA,2,3,3,3,NA,8,NA
158792,BTC,2,3,4,4,3,4,11,15
158867,BTC,2,2,3,4,4,1,9,10
159182,BTC,2,1,4,3,4,1,8,9
159281,BTC,3,1,2,1,2,3,4,7
159628,BTC,3,1,2,3,3,4,6,10
159673,Unknown,NA,2,2,3,3,4,7,11
159736,BTC,2,4,3,4,4,2,11,13
159738,BTS,2,1,3,4,3,4,8,12
159792,BTS,1,3,1,2,1,2,6,8
160125,BTC,2,2,3,3,4,4,8,12
160195,BTC,2,4,4,3,4,4,11,15
160220,BTC,2,1,4,4,4,2,9,11
160784,BTC,3,1,2,2,2,4,5,9
160997,BTC,1,1,2,2,2,1,5,6
161079,BTC,3,1,2,3,2,4,6,10
161083,BTS,2,4,4,4,3,2,12,14
161099,BTC,3,1,2,3,3,4,6,10
161244,BTC,1,1,2,1,2,1,4,5
161419,BTC,2,4,3,4,3,3,11,14
161581,BTC,2,2,4,3,4,1,9,10
161623,BTC,1,4,4,2,2,1,10,11
161758,Unknown,NA,1,3,3,3,3,7,10
161760,BTC,3,3,2,2,2,4,7,11
161802,BTC,2,3,4,3,3,2,10,12
162301,BTC,1,1,2,3,2,1,6,7
162620,BTC,3,1,4,1,2,2,6,8
162663,BTC,1,2,2,2,2,1,6,7
162992,BTC,1,2,1,2,1,1,5,6
163111,Unknown,NA,1,1,1,1,3,3,6
163154,BTS,3,4,2,3,2,3,9,12
163302,BTC,1,2,1,2,1,1,5,6
163691,Unknown,NA,1,1,3,2,4,5,9
163718,BTC,1,2,1,1,1,1,4,5
163874,Unknown,NA,3,1,1,1,2,5,7
164098,BTS,2,2,3,4,4,1,9,10
164131,BTC,2,1,3,4,4,1,8,9
164154,BTB,1,1,2,2,2,4,5,9
164209,BTC,2,4,3,4,3,4,11,15
164278,BTC,3,4,1,2,2,4,7,11
164618,BTS,4,2,3,1,2,1,6,7
164705,BTC,2,4,4,4,3,4,12,16
164714,BTC,2,4,3,4,3,1,11,12
164957,BTB,2,1,4,4,3,4,9,13
164986,Unknown,NA,4,2,3,3,2,9,11
165196,BTC,3,1,1,2,2,4,4,8
165475,BTC,2,1,3,4,4,2,8,10
166088,Unknown,NA,2,1,3,2,4,6,10
166141,BTC,1,3,4,2,2,1,9,10
166226,BTC,3,1,2,3,2,4,6,10
166340,BTC,2,3,4,4,4,4,11,15
166437,BTC,2,4,4,3,4,4,11,15
166735,BTC,2,1,4,1,3,2,6,8
167342,BTC,1,3,4,2,1,1,9,10
167393,BTB,2,1,4,3,4,4,8,12
167424,BTC,3,1,3,1,2,4,5,9
167690,BTC,2,4,4,3,3,4,11,15
167715,BTC,2,2,4,4,3,1,10,11
167981,BTB,3,2,4,4,4,1,10,11
168234,BTC,2,1,4,3,4,3,8,11
168272,BTC,3,2,2,2,2,4,6,10
168652,BTS,2,3,3,4,4,4,10,14
168774,BTC,3,1,4,3,4,4,8,12
169161,BTC,2,1,4,4,4,3,9,12
169371,BTC,1,3,1,1,1,2,5,7
169439,BTC,2,1,4,3,4,4,8,12
169492,BTS,4,1,2,3,2,1,6,7
169623,Unknown,NA,4,2,3,3,4,9,13
169987,Unknown,NA,3,3,4,3,3,10,13
170093,BTC,1,1,2,2,2,1,5,6
170190,BTB,1,2,3,1,2,3,6,9
170472,Unknown,NA,2,1,1,1,3,4,7
170557,BTC,2,4,4,4,4,4,12,16
170819,Unknown,NA,1,2,3,2,3,6,9
171007,BTC,2,3,3,4,3,1,10,11
171236,BTC,1,3,1,2,1,1,6,7
171299,BTC,2,1,4,4,3,4,9,13
171920,BTC,NA,4,1,2,1,NA,7,NA
172116,BTC,NA,1,1,2,2,NA,4,NA
172153,BTC,3,4,3,1,3,3,8,11
172168,BTC,3,2,2,3,2,2,7,9
172220,BTC,2,1,3,4,4,1,8,9
172228,BTS,3,3,3,1,2,3,7,10
172325,BTC,2,3,3,4,3,4,10,14
172861,BTC,2,3,3,3,3,1,9,10
173141,BTC,1,4,2,2,2,2,8,10
173439,BTC,1,4,1,2,1,2,7,9
173608,Unknown,NA,4,1,1,1,2,6,8
173682,BTC,2,3,4,4,3,4,11,15
173751,BTS,1,4,1,1,1,2,6,8
174622,Unknown,NA,2,1,1,2,2,4,6
174762,Unknown,NA,2,2,3,2,1,7,8
174880,BTC,3,4,1,2,1,4,7,11
175025,Unknown,NA,1,1,2,2,3,4,7
175388,BTS,4,3,4,2,1,1,9,10
175545,Unknown,NA,4,2,3,3,1,9,10
176632,Unknown,NA,1,3,1,3,4,5,9
176745,BTC,3,3,3,2,1,3,8,11
177179,BTC,1,1,1,1,1,1,3,4
177245,Unknown,NA,1,2,2,2,1,5,6
177332,BTC,2,3,4,2,4,1,9,10
177348,Unknown,NA,4,2,3,3,3,9,12
177924,BTC,2,1,3,4,3,1,8,9
178174,Unknown,NA,3,2,3,2,NA,8,NA
178210,BTC,2,3,4,4,3,1,11,12
178548,BTB,3,3,4,4,4,1,11,12
178833,BTS,1,4,1,1,1,1,6,7
178834,Unknown,NA,3,1,1,1,2,5,7
179205,BTC,2,1,3,4,4,1,8,9
179259,BTC,1,3,1,2,2,2,6,8
179483,BTC,1,1,2,2,3,1,5,6
179628,Unknown,NA,3,2,3,2,3,8,11
179849,BTC,2,1,3,3,3,4,7,11
180686,BTC,2,3,3,4,3,2,10,12
180885,BTC,1,1,2,3,2,1,6,7
181616,BTS,4,3,3,3,3,1,9,10
181669,Unknown,NA,4,1,2,2,3,7,10
181901,BTC,1,3,2,2,1,1,7,8
182093,Unknown,NA,1,3,3,3,4,7,11
182330,BTC,NA,1,3,4,4,NA,8,NA
182450,BTC,2,4,4,3,3,1,11,12
182453,BTB,3,4,3,3,3,1,10,11
182516,BTC,2,2,3,4,4,1,9,10
182664,Unknown,NA,1,1,1,1,2,3,5
182989,BTC,2,2,4,4,4,1,10,11
183185,BTC,2,3,3,4,3,1,10,11
183200,Unknown,NA,1,1,3,2,4,5,9
183362,BTC,1,1,1,2,1,2,4,6
183455,BTC,2,1,4,4,4,4,9,13
183898,BTC,3,1,4,2,2,3,7,10
184512,BTC,3,1,2,3,3,2,6,8
184560,BTB,2,3,2,2,3,4,7,11
184675,Unknown,NA,2,2,3,2,1,7,8
185121,BTC,3,1,2,3,2,3,6,9
185508,Unknown,NA,4,1,2,1,3,7,10
186154,BTC,3,2,1,2,2,3,5,8
186340,BTC,1,2,2,2,1,2,6,8
186415,Unknown,NA,3,3,3,4,3,9,12
186638,BTC,1,4,2,1,1,3,7,10
186723,BTC,2,3,3,4,3,1,10,11
186743,Unknown,NA,2,1,3,2,4,6,10
186805,BTS,1,3,1,1,2,1,5,6
187334,Unknown,NA,4,1,1,1,2,6,8
187350,Unknown,NA,2,2,2,2,1,6,7
187681,BTC,1,2,1,2,1,1,5,6
187993,Unknown,NA,3,2,3,2,4,8,12
188005,BTC,2,4,4,4,3,1,12,13
188410,BTC,3,3,2,1,2,4,6,10
188678,BTC,1,2,2,2,3,1,6,7
188695,BTB,3,3,4,3,3,2,10,12
189029,Unknown,NA,4,2,3,2,1,9,10
189314,BTC,2,3,4,3,3,2,10,12
189361,BTC,1,4,2,1,1,1,7,8
189390,BTC,NA,1,1,3,4,NA,5,NA
189430,BTS,2,3,3,4,3,4,10,14
189490,BTC,1,2,1,2,1,1,5,6
189546,BTC,2,1,4,4,4,1,9,10
189591,BTC,3,1,3,2,3,4,6,10
189861,BTC,1,1,2,1,1,1,4,5
189925,BTC,2,1,4,2,4,3,7,10
189976,BTC,2,4,4,4,4,4,12,16
190035,BTC,1,1,2,1,1,2,4,6
190568,BTC,3,4,2,3,2,3,9,12
190837,Unknown,NA,4,2,3,2,3,9,12
190906,Unknown,NA,4,1,1,1,3,6,9
190959,BTC,2,1,4,4,4,1,9,10
191268,Unknown,NA,1,3,4,4,4,8,12
191434,BTC,1,2,2,2,3,1,6,7
191528,BTC,3,3,2,3,2,3,8,11
191695,BTS,3,2,2,3,2,2,7,9
192003,BTC,2,1,3,4,4,1,8,9
192090,BTC,2,3,3,4,4,4,10,14
192248,BTC,3,2,2,2,1,4,6,10
192281,BTC,3,4,4,2,3,3,10,13
192291,BTC,3,2,2,2,2,3,6,9
192309,BTC,2,3,3,4,3,4,10,14
192344,Unknown,NA,4,2,2,2,2,8,10
192579,BTC,3,1,2,4,3,4,7,11
192674,BTC,3,3,2,2,2,3,7,10
193282,BTC,3,1,1,3,4,4,5,9
193283,BTB,1,2,1,2,2,4,5,9
193504,BTC,2,3,4,4,4,1,11,12
193586,BTC,2,1,3,4,4,1,8,9
193627,BTC,2,3,4,3,3,3,10,13
193637,Unknown,NA,1,1,2,2,3,4,7
193757,BTC,3,3,4,3,2,4,10,14
193760,BTC,3,1,2,3,2,2,6,8
194013,BTC,1,1,3,3,2,1,7,8
194079,BTC,2,2,3,2,4,1,7,8
194238,BTC,2,1,4,4,4,3,9,12
194424,BTC,1,1,2,2,2,1,5,6
194439,BTC,3,4,2,2,3,3,8,11
194714,BTC,1,2,2,2,1,3,6,9
194747,BTC,2,3,4,4,4,3,11,14
195008,Unknown,NA,3,1,3,2,4,7,11
195160,Unknown,NA,2,1,1,1,3,4,7
195173,BTC,3,4,3,2,1,3,9,12
195242,BTC,3,4,2,2,2,4,8,12
195270,BTC,1,4,2,2,2,2,8,10
195397,BTC,1,2,3,3,2,1,8,9
195551,BTC,3,4,1,1,3,3,6,9
195585,BTC,2,2,3,3,3,1,8,9
195713,BTC,2,1,4,3,3,1,8,9
195734,BTS,1,4,3,1,1,1,8,9
196210,BTC,1,4,2,2,1,2,8,10
196348,Unknown,NA,2,3,3,3,4,8,12
196512,BTC,2,3,4,3,4,4,10,14
196523,Unknown,NA,1,2,2,2,1,5,6
196546,BTC,1,2,1,1,1,3,4,7
196568,BTC,2,4,3,4,3,1,11,12
196942,BTC,2,3,3,4,4,1,10,11
197217,BTC,1,2,2,1,1,1,5,6
197301,BTC,2,4,3,4,4,4,11,15
197436,BTC,2,3,4,4,4,4,11,15
197465,BTC,NA,1,2,1,2,NA,4,NA
197543,BTC,3,4,1,2,2,4,7,11
197593,BTC,2,3,3,3,3,1,9,10
197622,Unknown,NA,1,2,2,2,1,5,6
197674,BTC,2,3,4,4,4,2,11,13
197804,Unknown,NA,1,1,1,1,3,3,6
197844,Unknown,NA,3,1,2,2,3,6,9
198162,BTB,2,3,4,4,4,2,11,13
198295,BTB,1,4,1,1,1,2,6,8
198358,BTC,2,1,4,4,4,2,9,11
198499,BTS,1,3,1,1,1,2,5,7
198524,BTC,1,2,1,1,1,3,4,7
198686,BTC,1,1,2,2,3,1,5,6
198878,BTC,2,2,3,4,4,1,9,10
198984,BTC,2,4,4,3,2,2,11,13
199076,BTC,2,2,3,4,4,4,9,13
199213,BTC,1,1,2,3,2,1,6,7
199312,BTC,2,4,4,3,3,3,11,14
199320,BTC,3,1,3,3,3,3,7,10
199873,BTB,2,2,4,2,3,4,8,12
199910,BTS,3,3,2,2,2,2,7,9
199979,BTC,2,1,4,3,4,2,8,10
200090,BTC,2,4,3,4,3,3,11,14
200682,BTC,3,1,2,1,3,2,4,6
200694,BTC,2,3,3,3,4,4,9,13
200695,BTC,1,4,2,2,1,3,8,11
200957,BTC,3,1,1,2,2,4,4,8
201152,BTC,3,1,2,1,1,3,4,7
201241,BTB,1,2,2,3,2,3,7,10
201489,BTC,2,1,4,3,2,1,8,9
202025,Unknown,NA,1,1,2,1,4,4,8
202050,Unknown,NA,2,2,3,2,4,7,11
202294,BTC,1,4,2,3,2,1,9,10
202297,BTS,3,4,4,2,2,2,10,12
202324,BTC,2,4,3,4,3,3,11,14
202677,BTC,2,3,3,4,3,1,10,11
203046,BTC,2,2,4,4,4,1,10,11
203743,BTC,2,3,4,4,3,3,11,14
203902,Unknown,NA,3,1,2,1,3,6,9
203970,BTC,3,2,3,3,3,2,8,10
204095,Unknown,NA,3,2,2,2,1,7,8
204140,BTC,3,1,1,3,3,2,5,7
204361,BTC,2,2,4,3,4,4,9,13
204570,BTC,1,1,1,1,1,1,3,4
204682,BTC,3,4,3,3,3,4,10,14
204766,Unknown,NA,2,2,1,2,2,5,7
205053,Unknown,NA,2,1,1,1,1,4,5
205179,Unknown,NA,1,1,3,2,3,5,8
205330,BTC,2,3,3,4,4,3,10,13
205331,BTC,3,3,2,2,2,3,7,10
205361,BTC,2,4,4,3,3,1,11,12
205465,BTC,3,1,1,1,2,3,3,6
205504,Unknown,NA,4,1,1,1,2,6,8
205764,BTC,2,2,4,4,4,4,10,14
206028,BTS,4,4,3,2,4,1,9,10
206424,BTC,2,3,3,3,3,2,9,11
206430,Unknown,NA,1,3,1,2,2,5,7
206665,Unknown,NA,3,1,3,2,3,7,10
206771,BTB,2,1,4,4,4,3,9,12
207112,BTC,1,2,1,2,1,1,5,6
207170,BTC,3,3,2,3,2,3,8,11
208492,BTC,1,4,1,1,1,2,6,8
208789,BTC,2,1,4,4,4,3,9,12
208859,Unknown,NA,3,2,3,2,NA,8,NA
209717,BTC,3,3,2,1,2,4,6,10
209872,Unknown,NA,3,2,2,2,4,7,11
209973,Unknown,NA,2,3,3,3,4,8,12
210113,BTC,2,2,4,4,4,1,10,11
210228,Unknown,NA,2,1,1,1,2,4,6
210457,BTB,2,1,4,3,4,4,8,12
210614,BTC,2,2,3,4,4,4,9,13
210658,BTC,3,1,1,3,2,3,5,8
210797,Unknown,NA,1,1,4,2,4,6,10
210839,BTC,1,1,1,1,1,3,3,6
210858,BTC,2,1,4,2,4,1,7,8
211105,BTC,1,1,1,1,1,1,3,4
211277,BTC,2,4,4,3,4,3,11,14
211830,BTC,1,3,1,1,1,2,5,7
211859,BTC,3,3,1,1,3,3,5,8
211994,BTC,3,1,2,2,2,3,5,8
212052,Unknown,NA,4,2,3,2,4,9,13
212077,BTC,1,4,1,1,1,1,6,7
212311,BTC,3,3,2,2,2,4,7,11
212506,BTC,2,3,4,4,4,1,11,12
212894,BTC,3,1,2,1,2,4,4,8
213608,BTC,2,4,4,3,4,3,11,14
213673,BTC,3,4,2,1,2,4,7,11
213684,BTC,2,4,4,4,3,3,12,15
213723,BTC,3,2,2,1,2,2,5,7
213857,BTC,1,4,2,1,1,1,7,8
214147,BTC,NA,1,4,2,3,NA,7,NA
214490,BTC,2,2,3,4,4,3,9,12
214595,Unknown,NA,3,2,2,2,4,7,11
214758,BTC,2,1,4,4,4,1,9,10
214990,BTC,2,4,3,4,4,1,11,12
215001,Unknown,NA,3,2,3,2,2,8,10
215003,BTC,1,1,2,2,2,1,5,6
215399,BTC,2,3,4,4,3,3,11,14
215506,Unknown,NA,2,3,4,4,3,9,12
215802,Unknown,NA,2,1,2,1,3,5,8
216140,BTC,1,3,1,1,1,3,5,8
216322,Unknown,NA,3,1,1,1,4,5,9
216477,Unknown,NA,3,2,3,3,2,8,10
216594,Unknown,NA,3,1,2,1,4,6,10
217002,BTC,1,3,2,2,3,1,7,8
217006,BTC,1,4,1,1,1,1,6,7
217030,BTC,1,2,1,1,1,1,4,5
217560,Unknown,NA,3,2,1,2,3,6,9
217813,Unknown,NA,2,2,2,2,1,6,7
218128,BTC,2,4,3,3,3,3,10,13
218928,BTC,3,1,3,3,3,3,7,10
219136,Unknown,NA,3,2,1,2,3,6,9
219834,BTC,2,3,4,4,3,1,11,12
219839,BTC,1,3,2,2,1,1,7,8
219887,BTC,3,1,2,2,2,4,5,9
220117,BTC,1,2,2,2,1,2,6,8
220299,BTC,NA,2,1,2,1,NA,5,NA
221113,BTC,1,2,2,2,4,1,6,7
221345,BTC,3,2,3,2,2,2,7,9
221467,Unknown,NA,2,2,2,2,NA,6,NA
221642,BTC,1,2,2,2,1,1,6,7
221883,BTC,2,4,3,3,3,4,10,14
221967,BTC,3,1,3,1,3,4,5,9
221979,Unknown,NA,4,3,3,3,4,10,14
222585,BTC,3,3,3,3,3,4,9,13
222775,BTC,NA,1,1,2,1,NA,4,NA
222888,Unknown,NA,2,2,2,2,1,6,7
223028,BTC,2,1,4,4,4,4,9,13
223093,Unknown,NA,2,2,1,2,4,5,9
223225,BTC,1,2,3,3,2,1,8,9
223232,BTC,2,2,3,4,4,2,9,11
223342,BTC,3,2,3,1,3,4,6,10
223650,BTC,3,2,2,3,2,4,7,11
223683,BTC,1,3,1,2,1,3,6,9
223969,BTB,3,3,3,3,4,1,9,10
224279,BTB,2,3,4,3,3,3,10,13
224638,Unknown,NA,4,3,3,3,3,10,13
224730,Unknown,NA,4,1,2,1,4,7,11
225406,Unknown,NA,2,1,1,1,2,4,6
225757,BTC,1,1,1,2,1,1,4,5
225774,BTC,3,4,3,3,2,3,10,13
226001,BTB,2,2,4,4,4,3,10,13
226039,BTS,3,1,2,2,3,4,5,9
226127,BTC,2,2,4,4,4,4,10,14
226434,BTC,2,2,3,4,4,1,9,10
226642,BTC,2,3,4,3,4,1,10,11
226779,BTC,NA,1,4,3,1,NA,8,NA
227258,BTC,2,3,4,4,4,1,11,12
227268,BTB,3,4,4,4,3,1,12,13
227372,BTC,2,3,4,4,4,1,11,12
227853,BTC,1,2,1,1,1,2,4,6
228212,BTS,2,2,3,4,3,2,9,11
228289,BTC,1,2,1,1,1,3,4,7
228451,BTC,2,2,4,4,3,4,10,14
228507,BTC,2,4,4,4,4,4,12,16
228862,Unknown,NA,1,1,2,1,3,4,7
229203,BTS,4,2,2,2,3,1,6,7
229244,Unknown,NA,2,2,3,2,2,7,9
229250,BTC,2,4,4,4,3,2,12,14
229577,BTC,2,4,4,4,3,3,12,15
229582,BTC,3,2,2,3,2,4,7,11
229944,BTC,2,4,4,3,4,3,11,14
230102,BTC,2,3,3,3,3,1,9,10
230144,BTC,1,1,1,1,1,1,3,4
230192,BTC,3,1,2,2,2,4,5,9
230197,BTC,1,2,2,1,1,1,5,6
230250,BTC,1,1,1,1,1,1,3,4
230504,BTC,3,3,2,2,1,3,7,10
231121,Unknown,NA,4,2,2,2,1,8,9
231349,BTB,1,4,1,2,2,2,7,9
231353,BTC,3,3,3,2,2,4,8,12
231375,BTC,1,4,1,1,1,1,6,7
231569,BTC,3,1,2,2,2,2,5,7
231670,BTC,2,1,3,4,4,4,8,12
231983,BTB,1,3,2,2,2,3,7,10
232264,BTC,3,4,2,3,3,3,9,12
232648,BTC,2,3,3,4,3,1,10,11
232884,Unknown,NA,3,1,1,1,3,5,8
232935,BTB,2,2,4,4,4,3,10,13
232965,BTC,2,3,3,4,4,1,10,11
233353,BTC,2,3,4,4,4,1,11,12
233379,BTC,3,1,2,3,2,3,6,9
234057,BTC,1,1,2,2,3,1,5,6
234745,Unknown,NA,4,3,4,3,4,11,15
235115,BTC,1,4,2,2,2,2,8,10
235348,BTC,3,3,2,2,2,2,7,9
235362,BTC,2,1,3,4,4,1,8,9
235403,BTS,2,3,4,3,3,1,10,11
